ctag	ch	ch_female
club_MANAGER	经理：	经理：
club_SQUAD	小队球员：	小队球员：
club_STAFF	员工人数：	员工人数：
club_STADIUM	球场容量：	球场容量：
club_CROWD_LAST	上次出席：	上次出席：
club_CROWD_AVG	平均出勤率：	平均出勤率：
club_CROWD_HIGH	最高出席率：	最高出席率：
club_FACILITIES	设备	设备
club_TRAININGGROUND	训练场：	训练场：
club_FITNESSCENTRE	健身中心：	健身中心：
club_ACADEMY	青年学院：	青年学院：
club_MEDICAL	医疗单位：	医疗单位：
club_SCOUTOFFICE	侦察办公室：	侦察办公室：
club_CLUBSHOP	俱乐部商店：	俱乐部商店：
club_CLUBSHOP_PRICES	俱乐部商店价格：	俱乐部商店价格：
club_OTHERLEVEL	水平	水平
club_NOTOWNED	不拥有	不拥有
club_SPONSOR_SHIRT	衬衫	衬衫
club_SPONSOR_NEW	新合同	新合同
club_SPONSOR_SLEEVE	袖	袖
club_SPONSOR_HOARDING	ARD积	ARD积
club_DATA	数据	数据
club_DATA_RESET	重启	重启
club_KITBADGE	俱乐部装备&徽章	俱乐部装备&徽章
club_BADGE	俱乐部徽章	俱乐部徽章
press_HEADER	新闻发布会	新闻发布会
press_PRESSURE	压力问题!	压力问题!
press_NOPRESSURE	询问您以下问题. . .	询问您以下问题. . .
press_REPORTER	记者	记者
build_LEVEL	水平	水平
build_BUY	建立	建立
build_LOCKED	已锁定	已锁定
build_PROGRESS	在建设中	在建设中
build_OWNED	拥有的	拥有的
build_CURRENT	当前	当前
staff_BROWSE	浏览	浏览
hirelist_SKILLS	技能	技能
hirelist_FITNESS	健身	健身
hirelist_YOUTH	青年	青年
hirelist_SCOUT	侦察	侦察
hirelist_PHYSIO	医务人员	医务人员
hirelist_NAME	名称	名称
hirelist_NOTRAINGROUND	购买培训基础以查看可租用的技能教练	购买培训基础以查看可租用的技能教练
hirelist_NOFITCENTRE	购买FITNESS中心以查看可租用的健身教练	购买FITNESS中心以查看可租用的健身教练
hirelist_NOACADEMY	购买YOUTH ACADEMY查看可租用的青年教练	购买YOUTH ACADEMY查看可租用的青年教练
hirelist_NOOFFICE	购买SCOUT OFFICE以查看可租用的Scout	购买SCOUT OFFICE以查看可租用的Scout
hirelist_NOMEDICAL	购买医疗单位以查看可租用的Physios	购买医疗单位以查看可租用的Physios
profile_HEADER	轮廓	轮廓
profile_WAGEDEMANDS	工资要求：	工资要求：
profile_CONFIRMOFFER	报价|合同	报价|合同
profile_staff_FIRE_COACH	消防|教练	消防|教练
profile_staff_FIRE_SCOUT	火|侦察兵	火|侦察兵
profile_staff_FIRE_PHYSIO	火|物理	火|物理
profile_staff_BUY_COACH	买|教练	买|教练
profile_staff_BUY_SCOUT	买|侦察	买|侦察
profile_staff_BUY_PHYSIO	买入| PHYSIO	买入| PHYSIO
negotiate_HEADER	谈判	谈判
negotiate_OFFER	提供	提供
negotiate_MATCHES	火柴	火柴
negotiate_DEMANDS	需要	需要
negotiate_CANCEL	取消	取消
negotiate_AGREE	同意	同意
negotiate_SUCCESS	成功的谈判	成功的谈判
negotiate_FAIL	协商失败	协商失败
negotiate_INCREASE	增加	增加
tactics_SUBS	SUBS	SUBS
tactics_FORMATION	形成	形成
tactics_CARDS	卡	卡
tactics_REMAINING	剩余的替代品：	剩余的替代品：
tactics_NOMORESUBS	所有替代品	所有替代品
tactics_RESUME	恢复	恢复
tactics_UNDO	取消更改	取消更改
teamtalk_HEADER	团队交流	团队交流
teamtalk_FAIL	没有能量提升	没有能量提升
teamtalk_SUCCESS	能量提升+	能量提升+
store_HEADER	商店	商店
store_TAB_BUX	BUX	BUX
store_TAB_COACHING	教练卡	教练卡
store_TAB_MANAGER	经理卡	经理卡
store_TAB_STAFF	员工卡	员工卡
store_TAB_PACKS	卡片包	卡片包
store_RESTOREPURCHASES	恢复	恢复
store_2STAGECONFIRM	购买此套餐?	购买此套餐?
store_WAIT	请稍候. . .	请稍候. . .
store_INFO_sla	一世	一世
home_top_LEVEL	左心室	左心室
home_map_TAP	TAP	TAP
home_bottom_MAIN	家	家
home_bottom_LEAGUE	联盟	联盟
home_bottom_SQUAD	队	队
home_bottom_STAFF	员工	员工
home_bottom_CLUB	俱乐部	俱乐部
home_side_STADIUM	体育场	体育场
home_side_TRAINING	训练	训练
home_side_FITNESS	健身	健身
home_side_YOUTH	青年	青年
home_side_MEDICAL	医疗	医疗
home_side_SCOUT	侦察	侦察
home_side_STORE	商店	商店
search_HEADER	搜索	搜索
search_SEARCH	搜索	搜索
search_SHORTLISTED	入围	入围
search_SCOUTED	侦查	侦查
search_PARAM_POSITION	位置	位置
search_PARAM_SIDE	侧	侧
search_PARAM_INTEREST	感兴趣的	感兴趣的
search_WINDOW	转移视窗	转移视窗
search_NONESHORTLISTED	没有球员入围	没有球员入围
search_NONESCOUTED	找不到球探球员	找不到球探球员
messages_INBOX	收件箱	收件箱
messages_MESSAGES	留言内容	留言内容
messages_SOCIAL	社会的	社会的
messages_REPORTER	记者	记者
messages_ASSISTANT	助理	助理
messages_SPONSOR	赞助	赞助
messages_NOMESSAGES	您没有可用的消息	您没有可用的消息
messages_NOSOCIAL	您没有可用的社交条目	您没有可用的社交条目
ftue_OK	好的	好的
profile_player_TRAIT	特征	特征
profile_player_NOTRAIT	没有性格	没有性格
profile_player_SKILLS	技能	技能
profile_player_SKILLS_TACK	解决	解决
profile_player_SKILLS_TECH	技术	技术
profile_player_SKILLS_DRIB	盘带	盘带
profile_player_SKILLS_PACE	步伐	步伐
profile_player_SKILLS_STRE	强度	强度
profile_player_SKILLS_GK_HAND	处理	处理
profile_player_SKILLS_GK_REFL	反射	反射
profile_player_SKILLS_GK_AGIL	敏捷	敏捷
profile_player_STATS	统计	统计
profile_player_STATS_APPS	应用	应用
profile_player_STATS_STARTS	开始	开始
profile_player_STATS_SUB	潜艇	潜艇
profile_player_STATS_GOALS	目标	目标
profile_player_STATS_GK_CONCEDED	暗中	暗中
profile_player_STATS_ASST	协助	协助
profile_player_STATS_GK_CLEAN	干净的床单	干净的床单
profile_player_STATS_YELC	黄牌	黄牌
profile_player_STATS_REDC	红牌	红牌
profile_player_STATS_MOM	星人	星人
profile_player_STATS_RATING	平均评分	平均评分
profile_player_STATS_FORM	表格（最近5场比赛）	表格（最近5场比赛）
profile_player_CONCERNS	担忧	担忧
profile_player_CONCERNS_MANAGEMENT	管理	管理
profile_player_CONCERNS_DEVELOPMENT	发展历程	发展历程
profile_player_CONCERNS_CONTRACT	合同	合同
profile_player_CONCERNS_FORM	团队表格	团队表格
profile_player_ACTIONS	动作	动作
profile_NEWCONTRACT	新合同报价：	新合同报价：
profile_CONTRACTOFFER	合同报价：	合同报价：
profile_RENEWOFFER	更新|合同	更新|合同
profile_STARTPRICE	起拍价：	起拍价：
profile_VALUATION	俱乐部评估：	俱乐部评估：
profile_player_NOBIDS	没有收到投标	没有收到投标
profile_player_BIDS	收到转移报价	收到转移报价
profile_player_OFFERED	提供了	提供了
profile_player_AUCTION	拍卖|球员	拍卖|球员
profile_player_SCOUTNEEDED1	和雇用的侦察员	和雇用的侦察员
profile_player_SCOUTNEEDED2	可与租用的球探一起使用	可与租用的球探一起使用
profile_player_RETIRING	在赛季末退休.	在赛季末退休.
profile_player_RELEASE	发行|播放器	发行|播放器
profile_player_ACCEPTBID	接受|出价	接受|出价
profile_player_REJECTBID	拒绝|出价	拒绝|出价
resume_HEADER	俱乐部更新	俱乐部更新
resume_IGNORE	忽视	忽视
resume_YES	做吧	做吧
resume_POSITION	联赛排名：	联赛排名：
resume_CUPS	杯赛：	杯赛：
resume_NEXT	下一个灯具：	下一个灯具：
resume_WINDOW	传输窗口：	传输窗口：
resume_TOPSCORER	最佳射手：	最佳射手：
resume_MOSTASST	最助攻：	最助攻：
resume_INJURIES	当前伤员：	当前伤员：
resume_BANS	当前禁赛：	当前禁赛：
dilemma_HEADER	困境	困境
dilemma_REWARDS	奖赏	奖赏
league_TABLE	表	表
league_FIXTURES	固定装置	固定装置
league_RATINGS	评分	评分
league_TABLE_POSITION_tla	销售点	销售点
standings_SCORED_2la	GD	GD
clubprofile_HEADER	俱乐部简介	俱乐部简介
clubprofile_SQUAD	队	队
clubprofile_FIXTURES	固定装置	固定装置
clubprofile_SUBS	替补	替补
clubprofile_RESERVES	储备金	储备金
clubprofile_COMPETITION	竞争	竞争
clubprofile_OPPONENT	对手	对手
clubprofile_RESULT	结果	结果
league_FIXTURES_VERSUS_sla	在	在
matchpreview_HEADER	比赛预览	比赛预览
matchpreview_MATCH	比赛	比赛
matchpreview_FORMATION	编队	编队
matchpreview_FORM	当前表格	当前表格
matchpreview_NRG	能源	能源
matchpreview_TOPSCORER	最佳射手	最佳射手
league_RATINGS_TOPSCORER	热门射手	热门射手
league_RATINGS_MOSTASST	顶级助手	顶级助手
league_NSFC_COMP	竞争	竞争
league_NSFC_OPPONENT	对手	对手
league_NSFC_RESULT	结果	结果
squadinfo_TOPSCORER	最佳射手	最佳射手
squadinfo_MOSTASST	最助攻	最助攻
squadinfo_INJURIES	受伤	受伤
squadinfo_BANS	停赛	停赛
squadinfo_DATA	平方数据	平方数据
squadinfo_NEXT	下一场比赛	下一场比赛
squadinfo_NEXT_ERROR	没有即将来临的灯具	没有即将来临的灯具
squadinfo_LEAGUE	联盟	联盟
squadinfo_VIEWSQUAD	查看小队	查看小队
squadinfo_PREVIEW	比赛预览	比赛预览
achievement_COMPLETE	成就完成	成就完成
squaddata_SELECTIONSTATUS_tla	SEL	SEL
squaddata_NRG	NRG	NRG
squaddata_HAPPINESS_tla	HAP	HAP
squaddata_INJURIES	受伤	受伤
squaddata_BANS	禁赛	禁赛
squaddata_APPEARANCES_tla	应用程式	应用程式
squaddata_SUBBED_tla	潜艇	潜艇
squaddata_GOALS_tla	GLS	GLS
squaddata_ASSISTS_tla	AST	AST
squaddata_YELLOWS_tla	REDS	REDS
squaddata_REDS_tla	红牌	红牌
squaddata_AVGRATING	AV . RAT	AV . RAT
squaddata_SKILL_POTENTIAL	潜在	潜在
squaddata_SKILL_HANDLING_tla	有	有
squaddata_SKILL_AGILITY_tla	AGI	AGI
squaddata_SKILL_REFLEXES_tla	REF	REF
squaddata_SKILL_TACKLING_tla	TCK	TCK
squaddata_SKILL_TECHNIQUE_tla	TEC	TEC
squaddata_SKILL_DRIBBLING_tla	DRB	DRB
squaddata_SKILL_PACE_tla	PAC	PAC
squaddata_SKILL_STRENGTH_tla	STR	STR
lootinfo_CONTENTS	内容	内容
lootinfo_INFO	信息	信息
club_RELATIONSHIPS_FUNDS	申请资金	申请资金
club_RELATIONSHIPS_SHARE	股东请：	股东请：
club_RELATIONSHIPS_TICKETS_LC	门票价格：	门票价格：
club_RELATIONSHIPS_TICKETS	门票价格	门票价格
club_RELATIONSHIPS_MERCH_LC	商店价格：	商店价格：
club_RELATIONSHIPS_MERCH	商店价格	商店价格
club_RELATIONSHIPS_ADJUST	调整价格	调整价格
club_RELATIONSHIPS_MESSAGES	查看留言	查看留言
club_RELATIONSHIPS_VIEWSPONSORS	查看赞助商	查看赞助商
statchange_RELATIONSHIPS	关系	关系
manager_HEADER	经理	经理
manager_PROFILE	轮廓	轮廓
manager_PROFILE_LEVEL	水平：	水平：
manager_PROFILE_CLUB	俱乐部：	俱乐部：
manager_PROFILE_TIME	游戏时间：	游戏时间：
manager_PROFILE_LEAGUE	联盟	联盟
manager_PROFILE_CUP	杯子	杯子
manager_PROFILE_CONTINENTAL	大陆的	大陆的
manager_PROFILE_MATCHES	火柴	火柴
manager_PROFILE_WON	胜	胜
manager_PROFILE_DREW	抽奖	抽奖
manager_PROFILE_LOST	损失	损失
manager_PROFILE_RATIO	获胜率	获胜率
manager_PROFILE_GOALSFOR	进球数：	进球数：
manager_PROFILE_GOALSAGAINST	针对的目标：	针对的目标：
manager_PROFILE_BIGGESTWIN	最大的胜利：	最大的胜利：
manager_PROFILE_BIGGESTLOSS	最重的失败：	最重的失败：
manager_PROFILE_LONGESTWON	最长的获胜成绩：	最长的获胜成绩：
manager_PROFILE_LONGESTNOLOSS	最长不败跑：	最长不败跑：
manager_PROFILE_BOUGHTTOTAL	购买的球员：	购买的球员：
manager_PROFILE_SOLDTOTAL	已售球员：	已售球员：
manager_PROFILE_BOUGHTMOST	记录签名：	记录签名：
manager_PROFILE_SOLDMOST	唱片销售：	唱片销售：
manager_PROFILE_TRANSFERIN	汇入：	汇入：
manager_PROFILE_TRANSFEROUT	转出资金：	转出资金：
manager_ACHIEVEMENTS	成就成就	成就成就
manager_ACHIEVEMENTS_CLAIM	要求	要求
manager_ACHIEVEMENTS_CLAIMED	声称	声称
manager_TROPHIES	奖杯	奖杯
manager_REPLAYS	重播	重播
sponsor_SEASON	季节	季节
sponsor_SHORT	火柴	火柴
sponsor_MATCHBONUS	比赛奖金	比赛奖金
sponsor_LOYALBONUS	忠诚奖金	忠诚奖金
sponsor_WINBONUS	赢取奖金：	赢取奖金：
sponsor_WINBONUSES	赢得奖金：	赢得奖金：
sponsor_GOALBONUS	目标奖金：	目标奖金：
sponsor_GOALBONUSES	目标奖金：	目标奖金：
sponsor_FANBONUS	粉丝批准	粉丝批准
sponsor_SIGN	签署赞助商	签署赞助商
sponsor_DIRECTOR	营销总监	营销总监
rewardedad_HEADER	奖励广告	奖励广告
levelup_LEVEL	水平	水平
seasonend_END	季节结束	季节结束
seasonend_STANDINGS	站立	站立
seasonend_INCOME	收入	收入
seasonend_PRIZE	奖金：	奖金：
seasonend_AWARDS	赛季奖	赛季奖
seasonend_AWARDS_LEAGUE	赛季结束奖	赛季结束奖
seasonend_AWARDS_CLUB	俱乐部奖	俱乐部奖
seasonend_CONTRACTS	合约	合约
seasonend_NEW	新季节	新季节
seasonend_SPLASH	新赛季开始	新赛季开始
seasonend_FINANCES	财政	财政
seasonend_PRESTIGE	重新分配特许经营权	重新分配特许经营权
seasonend_CONTRACTS_PLAYERS	选手们	选手们
seasonend_CONTRACTS_STAFF	员工	员工
seasonend_CONTRACTS_RETIRING	退役	退役
seasonend_CONTRACTS_NAME	名称	名称
seasonend_CONTRACTS_ROLE	角色	角色
targets_HEADER	董事会目标	董事会目标
targets_new_HELP	在接下来的5场比赛中完成目标	在接下来的5场比赛中完成目标
targets_DONE	您已经达到以下目标	您已经达到以下目标
targets_new_DIRECTOR	董事	董事
targets_TARGET	目标	目标
targets_DEADLINE1	游戏，直到董事会审查	游戏，直到董事会审查
targets_DEADLINE2	游戏，直到董事会审查	游戏，直到董事会审查
targets_BONUS	奖金	奖金
notifications_HEADER	通知事项	通知事项
notifications_LATER	可能以后	可能以后
notifications_ENABLE	立即启用	立即启用
career_HEADER	事业	事业
sell_HEADER	卖球员	卖球员
offer_HEADER	报价合同	报价合同
transfer_HEADER	转会球员	转会球员
help_HEADER	帮助文件	帮助文件
scandal_HEADER	丑闻	丑闻
scandal_CRITICISE	批评	批评
scandal_CASHFINE	现金罚款	现金罚款
scandal_TRAINING	训练	训练
scandal_IGNORE	忽视	忽视
request_HEADER	请求	请求
incident_HEADER	事件	事件
meeting_HEADER	会议	会议
rate_HEADER	评价应用程序	评价应用程序
rate_NOTNOW	需要改进	需要改进
rate_GO	趣味游戏.给它评分!	趣味游戏.给它评分!
upsell_NRG_MAINHEADER	低能量	低能量
upsell_IGNORE	忽视	忽视
upsell_NRG_USE	使用NRG卡	使用NRG卡
upsell_WINDOW	转移视窗	转移视窗
upsell_CARDPACKS_HEADER	球员礼包	球员礼包
upsell_CARDPACKS_INFO	对于终极团队!	对于终极团队!
upsell_TOSTORE	去商店	去商店
upsell_GETCARDS	取得卡!	取得卡!
upsell_GETMORECARDS	获取更多卡!	获取更多卡!
upsell_BOOSTTEAMENERGY	提升团队能源	提升团队能源
club_DATAMESS	第一轮后数据可用	第一轮后数据可用
		
generic_FRIENDLY	友好	友好
seasonend_HEADER	季节	季节
store_FTUEPACK1	基本知识	基本知识
store_FTUEPACK1_INFO	满足您的日常需求	满足您的日常需求
store_FTUEPACK2	训练	训练
store_FTUEPACK2_INFO	满足您的所有教练需求	满足您的所有教练需求
store_RETRIES_INFO	$num个匹配项的额外重试	$num个匹配项的额外重试
store_MM_INFO	$num％收入提升	$num％收入提升
store_REMOVEADS_INFO	移除广告	移除广告
		
FAQ_PRESTIGING_SOON_TITLE	[XX}MOVING LEAGUE	[XX}MOVING LEAGUE
FAQ_PRESTIGING_SOON	[XX}¬#A61214FF¬¬o:#A61214FF¬COMING SOON!¬s¬ ||Always make sure that you update to the latest version of New Star Manager from the App Store to have access to the latest features.	[XX}¬#A61214FF¬¬o:#A61214FF¬COMING SOON!¬s¬ ||Always make sure that you update to the latest version of New Star Manager from the App Store to have access to the latest features.
PUSH_NOTIFICATIONS_DESC_SOON	嘿老板!为什么不在. . . |-产品促销时收到通知呢|-游戏获得更新时收到通知呢	嘿老板!为什么不在. . . |-产品促销时收到通知呢|-游戏获得更新时收到通知呢
		
		
Language0	English	English
Language1	Türkçe	Türkçe
Language10	日本語	日本語
Language11	한국어	한국어
Language12	简体中文	简体中文
Language2	Português Brasileiro	Português Brasileiro
Language3	Italiano	Italiano
Language4	Español	Español
Language5	Polski	Polski
Language6	Deutsch	Deutsch
Language7	Français	Français
Language8	Português	Português
Language9	Русский	Русский
		
		
Agent	[XX}Agent	[XX}Agent
Assist Bonus	[XX}Assist Bonus	[XX}Assist Bonus
bet_YouLost	[XX}You Lost	[XX}You Lost
bet_YouWon	[XX}You Won	[XX}You Won
BlackCardPackDescr	[XX}Black Card Pack	[XX}Black Card Pack
Boots	[XX}Boots	[XX}Boots
BronzeCardPackDescr	[XX}Bronze Card Pack	[XX}Bronze Card Pack
Career Mode	[XX}Career Mode	[XX}Career Mode
CFTUE_2NDCOACHCONFIRMED	[XX}Once we have a FITNESS centre and a YOUTH academy you will also be able to assign coaches to different disciplines.	[XX}Once we have a FITNESS centre and a YOUTH academy you will also be able to assign coaches to different disciplines.
CFTUE_2NDCOACHHIRED	[XX}Great! We'll both get to work on the training ground and start generating SKILL CARDS that you can use to improve players.	[XX}Great! We'll both get to work on the training ground and start generating SKILL CARDS that you can use to improve players.
CFTUE_AGREECONTRACT	[XX}You can negotiate contracts with players or staff, but for now, let's just get this coach signed up.	[XX}You can negotiate contracts with players or staff, but for now, let's just get this coach signed up.
CFTUE_BOARDTARGETEXPLAINED	[XX}Boss, now that you've settled in, the BOARD have set some targets for you. Completing these tasks will keep them happy!	[XX}Boss, now that you've settled in, the BOARD have set some targets for you. Completing these tasks will keep them happy!
CFTUE_COACHINGEXPLAINED3	[XX}We generated a COACHING card! ¬#A61214FF¬¬o:#A61214FF¬TAP ON THE CARD TO REVEAL IT!¬s¬	[XX}We generated a COACHING card! ¬#A61214FF¬¬o:#A61214FF¬TAP ON THE CARD TO REVEAL IT!¬s¬
CFTUE_COMPLETEPROFILE2	[XX}Lastly, choose where you want to play. Scroll the continent or country to change them. When you're done, tap CONTINUE.	[XX}Lastly, choose where you want to play. Scroll the continent or country to change them. When you're done, tap CONTINUE.
CFTUE_DECREASETICKETPRICESLIDER	[XX}Here you will be able to view some basic club stats and set ticket prices. Low prices will please the fans and help fill the stadium but won't necessarily generate the most income.	[XX}Here you will be able to view some basic club stats and set ticket prices. Low prices will please the fans and help fill the stadium but won't necessarily generate the most income.
CFTUE_FINANCESEXPLAINED	[XX}Great game boss! After each match you will get a breakdown of the finances. Home matches will generate GATE RECEIPTS depending on the ticket price and the number sold.	[XX}Great game boss! After each match you will get a breakdown of the finances. Home matches will generate GATE RECEIPTS depending on the ticket price and the number sold.
CFTUE_HIREANOTHERCOACH	[XX}Excellent! Now that we have a training ground we can hire another coach. Open up the STAFF screen to hire a new coach.	[XX}Excellent! Now that we have a training ground we can hire another coach. Open up the STAFF screen to hire a new coach.
CFTUE_INCREASEDCONTRACTSLIDER	[XX}We should offer $name a longer contract with the club.	[XX}We should offer $name a longer contract with the club.
CFTUE_NEWSTARVACANCY	[XX}New Star FC have just sacked their manager! They've been down on their luck recently and believe you could be the manager they need to turn things around.	[XX}New Star FC have just sacked their manager! They've been down on their luck recently and believe you could be the manager they need to turn things around.
CFTUE_PLAYERTIRED	[XX}Our left midfielder's pretty tired from his extra training. Tired players don't play as well: let's bring on one of the subs.	[XX}Our left midfielder's pretty tired from his extra training. Tired players don't play as well: let's bring on one of the subs.
CFTUE_PROFILEEXPLAINED	[XX}Here we can see more specific player details like skills, stats and concerns.	[XX}Here we can see more specific player details like skills, stats and concerns.
CFTUE_RETRYEXPLAINED	[XX}You can always retry a chance if it goes wrong. You only have one free retry a match. You can get more by watching ads or buying a pack from the shop!	[XX}You can always retry a chance if it goes wrong. You only have one free retry a match. You can get more by watching ads or buying a pack from the shop!
CFTUE_STAGEDCHIP2	[XX}Great!|Now tap the underside of the ball to chip it up into the air!	[XX}Great!|Now tap the underside of the ball to chip it up into the air!
CFTUE_STAGEDFPBALL	[XX}Tap the ball in the centre for maximum power.	[XX}Tap the ball in the centre for maximum power.
CFTUE_STAGEDSHOOT	[XX}Now take the shot!	[XX}Now take the shot!
CFTUE_SWIPINGEXPLAINED	[XX}Swipe left or right during a match to see more statistics about how your team and players are performing.	[XX}Swipe left or right during a match to see more statistics about how your team and players are performing.
CFTUE_VIEWPROFILE	[XX}Tap one of your players to view his PROFILE.	[XX}Tap one of your players to view his PROFILE.
CHELP_COACHING_COACHES	[XX}Your assistant and coaches can be assigned to work on the Training Ground, Fitness Centre or Youth Academy. If a coach is assigned to General coaching then he will split his time between all 3 facilities.	[XX}Your assistant and coaches can be assigned to work on the Training Ground, Fitness Centre or Youth Academy. If a coach is assigned to General coaching then he will split his time between all 3 facilities.
CHELP_COACHING_FITNESS	[XX}Working in the FITNESS CENTRE will generate FITNESS points that can be used to improve a player's FITNESS level.	[XX}Working in the FITNESS CENTRE will generate FITNESS points that can be used to improve a player's FITNESS level.
CHELP_COACHING_SCHEDULE	[XX}These numbers numbers represent the coach's ability in each area of coaching. The higher the number the faster they work. If assigned to General coaching then their abilities will be divided by 3.	[XX}These numbers numbers represent the coach's ability in each area of coaching. The higher the number the faster they work. If assigned to General coaching then their abilities will be divided by 3.
CHELP_COACHING_SKILL	[XX}These bars represent how much progress your coaches have made so far. Working on the TRAINING GROUND will generate SKILL points that can be used to improve a player's SKILL level.	[XX}These bars represent how much progress your coaches have made so far. Working on the TRAINING GROUND will generate SKILL points that can be used to improve a player's SKILL level.
CHELP_COACHING_YOUTH	[XX}If you focus on YOUTH then a new young player will graduate from the YOUTH ACADEMY once the bar is full. You will then need to make the decision to sign or release the youth player.	[XX}If you focus on YOUTH then a new young player will graduate from the YOUTH ACADEMY once the bar is full. You will then need to make the decision to sign or release the youth player.
CHELP_FORMATION_AUTOPICK	[XX}This button will attempt to automatically select the best team for your formation.	[XX}This button will attempt to automatically select the best team for your formation.
CHELP_FORMATION_CONFIRM	[XX}Once you are happy with your team formation press CONFIRM.||If you made a mistake use the CANCEL button to undo any changes.	[XX}Once you are happy with your team formation press CONFIRM.||If you made a mistake use the CANCEL button to undo any changes.
CHELP_FORMATION_PLAYERS1	[XX}You can customise your formation by dragging players into new positions.||You can also drag a player onto another player to swap their positions.	[XX}You can customise your formation by dragging players into new positions.||You can also drag a player onto another player to swap their positions.
CHELP_FORMATION_PLAYERS2	[XX}The player's face depicts his HAPPINESS whilst the green bar displays his energy.||Energy will decreases during a match depending on the WORK RATE level you set on the match screen.||You can also see each player's name, skill and preferred position.	[XX}The player's face depicts his HAPPINESS whilst the green bar displays his energy.||Energy will decreases during a match depending on the WORK RATE level you set on the match screen.||You can also see each player's name, skill and preferred position.
CHELP_FORMATION_PLAYERSOPP	[XX}This is your opponent's formation. It can be useful to see how they line-up and how much energy they have compared to your team.	[XX}This is your opponent's formation. It can be useful to see how they line-up and how much energy they have compared to your team.
CHELP_FORMATION_PRESET	[XX}If you want to use a preset formation you can choose one here.	[XX}If you want to use a preset formation you can choose one here.
CHELP_FORMATION_VIEWOPP	[XX}You can view your opponent's line-up here.	[XX}You can view your opponent's line-up here.
CHELP_HOME	[XX}Welcome to New Star Manager! In the top right corner of most screens you will find the HELP button. Tap it whenever you want more information about the screen you are on.	[XX}Welcome to New Star Manager! In the top right corner of most screens you will find the HELP button. Tap it whenever you want more information about the screen you are on.
CHELP_HOME_ACHIEVEMENTS1	[XX}Your list of achievements can be found by tapping this button.	[XX}Your list of achievements can be found by tapping this button.
CHELP_HOME_ACHIEVEMENTS2	[XX}If you are ever unsure of what to do next just check the next achievement here.	[XX}If you are ever unsure of what to do next just check the next achievement here.
CHELP_HOME_BANK	[XX}Here you can see your how many STAR BUX you have in the bank. STAR BUX can be spent on improving facilities, buying players, hiring staff and so on.	[XX}Here you can see your how many STAR BUX you have in the bank. STAR BUX can be spent on improving facilities, buying players, hiring staff and so on.
CHELP_HOME_CLUB	[XX}View club details and set ticket prices here.	[XX}View club details and set ticket prices here.
CHELP_HOME_LEAGUE	[XX}View the league table, cup competitions, fixtures and results here.	[XX}View the league table, cup competitions, fixtures and results here.
CHELP_HOME_MAP	[XX}The club facilities are displayed in the middle of the screen. Tap on a facility to upgrade it.	[XX}The club facilities are displayed in the middle of the screen. Tap on a facility to upgrade it.
CHELP_HOME_OPTIONS	[XX}This is the Options button. It will allow you to quit to the main menu or change game settings.	[XX}This is the Options button. It will allow you to quit to the main menu or change game settings.
CHELP_HOME_PLAY	[XX}The PLAY button advances time. Press it to proceed to the next match.	[XX}The PLAY button advances time. Press it to proceed to the next match.
CHELP_HOME_SQUAD	[XX}View your squad, select your team and set your formation on this screen.	[XX}View your squad, select your team and set your formation on this screen.
CHELP_HOME_STAFF	[XX}Hire and fire your staff and set your coaching schedule here.	[XX}Hire and fire your staff and set your coaching schedule here.
CHELP_HOME_STARRATING	[XX}Your current STAR RATING relates to how successful and how famous you are in the game. The quickest way to increase your STAR RATING is by winning matches!	[XX}Your current STAR RATING relates to how successful and how famous you are in the game. The quickest way to increase your STAR RATING is by winning matches!
CHELP_HOME_STORE	[XX}The shopping cart takes you to the SHOP where you can purchase extra STAR BUX or various boosts for your squad.	[XX}The shopping cart takes you to the SHOP where you can purchase extra STAR BUX or various boosts for your squad.
CHELP_MATCH	[XX}This is the match screen. You can follow the match commentary here and make changes to your team and tactics.	[XX}This is the match screen. You can follow the match commentary here and make changes to your team and tactics.
CHELP_MATCH_ENERGY1	[XX}Up here you can see the match details and the ENERGY levels of both teams.	[XX}Up here you can see the match details and the ENERGY levels of both teams.
CHELP_MATCH_FOCUS	[XX}You can switch your team mentality between defensive, balanced or attacking.	[XX}You can switch your team mentality between defensive, balanced or attacking.
CHELP_MATCH_FORMATION	[XX}If you want to change your formation or match a substitution then press this button. The match will pause at the next opportunity.	[XX}If you want to change your formation or match a substitution then press this button. The match will pause at the next opportunity.
CHELP_MATCH_TEAMTALK	[XX}If you have TEAM TALK cards you can use them here. A successful TEAM TALK will boost your team ENERGY.	[XX}If you have TEAM TALK cards you can use them here. A successful TEAM TALK will boost your team ENERGY.
CHELP_MATCH_TIME	[XX}Here is the match time. The HELP button will change to a speed button during commentary to allow you to set how quickly the minutes pass.	[XX}Here is the match time. The HELP button will change to a speed button during commentary to allow you to set how quickly the minutes pass.
CHELP_MATCH_VIEW	[XX}You can switch between scrolling commentary or match stats with this button.	[XX}You can switch between scrolling commentary or match stats with this button.
CHELP_MATCH_WORKRATE	[XX}Set your team WORK RATE here. A high WORK RATE will result in more opportunities at the expense of team ENERGY.	[XX}Set your team WORK RATE here. A high WORK RATE will result in more opportunities at the expense of team ENERGY.
CHELP_SQUAD_COMBO1	[XX}You can change the type of information displayed in the squad list by tapping this button.	[XX}You can change the type of information displayed in the squad list by tapping this button.
